0.025,60
0.05,36
0.083333333,24
0.166666667,18
0.25,14
0.333333333,12
0.416666667,10.08
0.5,8.8
0.583333333,7.971428571
0.666666667,7.5
0.75,6.8
0.833333333,6.816
0.916666667,6.469090909
1.083333333,5.353846154
1.166666667,5.1
1.25,4.88
1.333333333,4.725
